tmdb_id,imdb_id,titulo_es,titulo_en,titulo_original,titulo_archivo,anio,decada,fecha_estreno,generos,director,guionistas,compositor,elenco,personajes,duracion_min,sinopsis,sinopsis_en,tagline,tagline_en,certificacion,idioma_original,idiomas_hablados,paises,productoras,keywords,coleccion_tmdb,presupuesto_usd,recaudacion_usd,tmdb_rating,tmdb_votos,popularidad,poster_path,backdrop_path,disco,coleccion,tipo,estado,carpeta,nombre_archivo,extension,tamano_mb,ruta_completa,n_copias,todas_ubicaciones
576845,tt9639470,Última noche en el Soho,Last Night in Soho,Last Night in Soho,Last Night in Soho,2021,2020s,2021-10-21,"Terror, Misterio",Edgar Wright,"Edgar Wright, Krysty Wilson-Cairns",Steven Price,"Thomasin McKenzie, Anya Taylor-Joy, Matt Smith, Rita Tushingham, Michael Ajao, Synnøve Karlsen",,118,"Thriller psicológico sobre una joven apasionada por la moda que misteriosamente puede entrar en la década de 1960, donde se encuentra con su ídolo, un atractivo aspirante a cantante. Pero el Londres de los sesenta no es lo que parece, y el tiempo comenzará a desmoronarse con sombrías consecuencias.","A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.","Cuando el pasado te deje entrar, la verdad saldrá a la luz.",A murder in the past. A mystery in the future.,R,en,English,"United Kingdom, United States of America, China","Focus Features, Film4 Productions, Working Title Films, Complete Fiction, Perfect World Pictures","london, england, nightmare, go-go dancer, time travel, nostalgia, fashion designer, murder, soho london, burlesque, clairvoyant, fashion design, mysterious, shocking, 1960s, somber, mirror, pub, suspenseful, amused, audacious, exuberant, tragic",NA,43000000,22957625,7.276,3833,6.3618,https://image.tmdb.org/t/p/w500/4eSJJsBZ00qMyoWLe98ulNGvGbC.jpg,https://image.tmdb.org/t/p/w1280/nPWy5KISy7BbUOQcg588dflKzTL.jpg,movies to-watch,Películas,Película,pendiente,NA,2021 - Last Night in Soho.mp4,mp4,2207.3,/Volumes/movies to-watch/movies to-watch/2021 - Last Night in Soho.mp4,1,movies to-watch: 2021 - Last Night in Soho.mp4 (2207.3 MB)
577922,tt6723592,Tenet,Tenet,Tenet,Tenet,2020,2020s,2020-08-22,"Acción, Suspense, Ciencia ficción",Christopher Nolan,Christopher Nolan,Ludwig Göransson,"John David Washington, Robert Pattinson, Elizabeth Debicki, Kenneth Branagh, Dimple Kapadia, Michael Caine",,155,"Armado solamente con una palabra, Tenet, el protagonista deberá luchar por la supervivencia del mundo entero y evitar la Tercera Guerra Mundial, en una historia de espionaje internacional. La misión se desplegará más allá del tiempo real. No son viajes en el tiempo, es inversión.","Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",El tiempo se acaba,Time runs out.,PG-13,en,"English, Estonian, Russian, Ukrainian","United Kingdom, United States of America","Warner Bros. Pictures, Syncopy","assassin, espionage, spy, time travel, mumbai (bombay), india, arms dealer, terrorism, terrorist attack, nuclear weapons, terrorist plot, backwards, alternate timeline, oslo, norway, curious, time paradox, kyiv (kiev), ukraine, complex, ambivalent, complicated",NA,205000000,365304105,7.174,11032,14.6071,https://image.tmdb.org/t/p/w500/jFAi1Uv3JjNPEgjKuneG5mBlAvA.jpg,https://image.tmdb.org/t/p/w1280/7BYtnXUfweV6EryNYDpZFeS31Ia.jpg,library_pt1,Colección,Película,coleccion,NA,2020 - Tenet.mkv,mkv,13943.9,/Volumes/library_pt1/2020s/2020 - Tenet.mkv,1,library_pt1: 2020 - Tenet.mkv (13943.9 MB)
580175,tt10288566,Otra ronda,Another Round,Druk,Another Round,2020,2020s,2020-09-24,"Comedia, Drama",Thomas Vinterberg,"Tobias Lindholm, Thomas Vinterberg",,"Mads Mikkelsen, Thomas Bo Larsen, Magnus Millang, Lars Ranthe, Maria Bonnevie, Helene Reingaard Neumann",,116,"Cuatro profesores de instituto se embarcan en un experimento sociológico en el que cada uno de ellos deberá mantener la tasa de alcohol en su cuerpo al mismo nivel, durante su vida diaria, intentando demostrar de esa manera que pueden mejorar en todos los aspectos de su vida.",Four stagnant high school teachers decide to test out a theory that maintaining a constant level of intoxication will improve their overall lives.,,What is youth? A dream. What is love? The content of the dream.,NR,da,"Danish, Swedish","Denmark, Netherlands, Sweden","Zentropa Entertainments, Film i Väst, Topkapi Films, Zentropa International Sweden, Zentropa International Netherlands","friendship, experiment, copenhagen, denmark, alcohol, melancholy, alcoholism, family relationships, teacher, drunk, teacher student relationship, intoxication, social pressure, pressure to perform, wistful, hilarious",NA,5150000,21700000,7.628,3744,4.6214,https://image.tmdb.org/t/p/w500/kqkpGdZsNpKv5x5jWGtCyONrr43.jpg,https://image.tmdb.org/t/p/w1280/a2pPepVPtKY7E4XEkT7W3ZxUOY5.jpg,library_pt1,Colección,Película,coleccion,NA,2020 - Another Round.mkv,mkv,11792.8,/Volumes/library_pt1/2020s/2020 - Another Round.mkv,1,library_pt1: 2020 - Another Round.mkv (11792.8 MB)
581734,tt9770150,Nomadland,Nomadland,Nomadland,Nomadland,2021,2020s,2021-01-29,Drama,Chloé Zhao,Chloé Zhao,Ludovico Einaudi,"Frances McDormand, David Strathairn, Linda May, Swankie, Gay DeForest, Patricia Grier",,108,"En tiempos de la Gran Recesión, Fern, una mujer del poblado de Empire (Nevada, Estados Unidos), pierde su empleo en el 2011 tras el cierre de la fábrica de materiales de construcción donde trabajó junto con su esposo, quien recientemente falleció. Con sesenta años y sin otra alternativa, decide vender la mayoría de sus pertenencias y comprar una furgoneta para vivir y viajar por el país en busca de trabajo, como nómada de hoy en día.","A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",Nos vemos en el camino.,See you down the road.,R,en,English,United States of America,"Cor Cordium Productions, Hear/Say Productions, Highwayman Films","factory worker, van, based on novel or book, nevada, recession, homelessness, road trip, unemployment, recreational vehicle, road movie, death of husband, western usa, woman director, nomad, reflective, late stage capitalism, intimate, comforting",NA,5000000,39458207,7.176,3335,5.2671,https://image.tmdb.org/t/p/w500/6CFE3b0iHmv3m2cRrmBXHIP2vhv.jpg,https://image.tmdb.org/t/p/w1280/563sRDK3rZS31TXCdTY4lfcwrNK.jpg,library_pt1,Colección,Película,coleccion,NA,2020 - Nomadland.mp4,mp4,1716.6,/Volumes/library_pt1/2020s/2020 - Nomadland.mp4,1,library_pt1: 2020 - Nomadland.mp4 (1716.6 MB)
586707,tt6547786,Life Like,Life Like,Life Like,Life Like,2019,2010s,2019-05-14,"Suspense, Ciencia ficción",Josh Janowicz,Josh Janowicz,Katy Jarzebowski,"Drew Van Acker, Addison Timlin, James D'Arcy, Steven Strait, Mark Famiglietti, Hilary Barraford",,95,"Una pareja joven, idealista y atractiva, adquiere un robot asombroso y realista para obtener ayuda sin culpa, pero a medida que los tres se acercan, su percepción de la humanidad se modificará para siempre.","An idealistic attractive young couple acquires a stunning, life-like robot for guilt free help, but as the three grow closer, their perception of humanity will be altered forever.",,They're too human to be perfect. He's too perfect to be human.,R,en,English,United States of America,"Lionsgate, Sprockefeller Pictures, Wildfire Pictures","android, man woman relationship, robot, threesome, lgbt, humanity, gay theme",NA,1500000,NA,6.172,282,4.8681,https://image.tmdb.org/t/p/w500/uOVGbT6TR8qiZiruX66yBRXq9Nv.jpg,https://image.tmdb.org/t/p/w1280/v63dgsTmcgcnh3c10c6Cxy2Y9Ta.jpg,horror,Terror,Película,pendiente,NA,2019 - Life Like.mkv,mkv,4230.8,/Volumes/horror/horror to-watch/2019 - Life Like.mkv,1,horror: 2019 - Life Like.mkv (4230.8 MB)
595841,tt3856408,La magia del sonido en el cine,Making Waves: The Art of Cinematic Sound,Making Waves: The Art of Cinematic Sound,Making Waves The Art of Cinematic Sound,2019,2010s,2019-10-25,"Documental, Historia",Midge Costin,Bobette Buster,Allyson Newman,"Walter Murch, Ben Burtt, Gary Rydstrom, Sofia Coppola, Christopher Nolan, Ryan Coogler",,95,"La historia del sonido en el cine, contada por legendarios diseñadores de sonido y visionarios cineastas.","The history of cinematic sound, told by legendary sound designers and visionary filmmakers.",,,NA,en,English,United States of America,"Ain't Heard Nothin' Yet Corp., GoodMovies Entertainment, Busterfilms","cinema on cinema, cinema history",NA,NA,NA,6.875,80,1.7165,https://image.tmdb.org/t/p/w500/l7yGUqH0ryY4ektNjKRp5CCow1K.jpg,https://image.tmdb.org/t/p/w1280/rDyXQbdm5ql8N1Gm2yf4Cirru1M.jpg,library_pt2,Documentales,Documental,coleccion,NA,2019 - Making Waves The Art of Cinematic Sound.mkv,mkv,795,/Volumes/library_pt2/documentaries collection/2019 - Making Waves The Art of Cinematic Sound.mkv,1,library_pt2: 2019 - Making Waves The Art of Cinematic Sound.mkv (795 MB)
598896,tt10265034,En un lugar salvaje,Land,Land,Land,2021,2020s,2021-02-12,Drama,Robin Wright,"Jesse Chatham, Erin Dignam",Ben Sollee,"Robin Wright, Demián Bichir, Sarah Dawn Pledge, Kim Dickens, Warren Christie, Finlay Wojtak-Hissong",,89,"Cuando su vida se ve sacudida por una serie de inesperados acontecimientos, Edee pierde la habilidad de conectar con el mundo y la gente que una vez la rodeó. Hastiada de su vida, decide retirarse a un bosque en las Montañas Rocosas con unos pocos víveres. Pese a que la belleza de su nuevo hogar es incontestable, Edee sufre para lograr ajustarse a su nueva vida y especialmente al duro invierno que le espera a la vuelta de la esquina. Un día es descubierta al borde de la muerte por un cazador local que logra salvarla, pero su mayor reto llegará cuando trate de volver a aprender a vivir de nuevo.","Edee, in the aftermath of an unfathomable event, finds herself unable to stay connected to the world she once knew and in the face of that uncertainty, retreats to the magnificent, but unforgiving, wilds of the Rockies. After a local hunter brings her back from the brink of death, she must find a way to live again.","Una historia de humanidad, frente a la incertidumbre.","A story of humanity, in the face of uncertainty",PG-13,en,English,"United States of America, Canada","Big Beach, Flashlight Films, Cinetic Media, Nomadic Pictures","wyoming, usa, winter, fishing, mountain, log cabin, deer, bear, hunting, deer hunting, family tragedy, living alone, solitude",NA,NA,2375190,6.71,326,2.9715,https://image.tmdb.org/t/p/w500/8KECRbWXZFP1Ar6vdKfOAM7RoQL.jpg,https://image.tmdb.org/t/p/w1280/2ZzmfwgvVh2KLH4A8HMzX5TytAc.jpg,library_pt1,Colección,Película,coleccion,NA,2021 - Land.mkv,mkv,3898.3,/Volumes/library_pt1/2020s/2021 - Land.mkv,1,library_pt1: 2021 - Land.mkv (3898.3 MB)
601743,tt9788898,VHS Violence,VHS Violence,VHS Violence,VHS,2021,2020s,2021-06-01,Terror,Dustin Ferguson,,,"Dustin Ferguson, Julie Anne Prescott, Kaz B., Rob Mulligan, Martin W. Payne, Tony Newton",,0,,"A young woman discovers a package on her doorstep labeled ""Watch Me"". Inside contains a VHS tape chock full of violence, murder and mayhem. What horrors await her at the end of the movie?",,,NA,en,,,,,NA,NA,NA,3,1,0.4426,https://image.tmdb.org/t/p/w500/a5ZmZBRPoKxGgw4YdhrQlWkrq2Z.jpg,NA,horror,Found Footage,Película,coleccion,NA,2021 - VHS 94.mkv,mkv,7240.7,/Volumes/horror/found footage collection/2021 - VHS 94.mkv,1,horror: 2021 - VHS 94.mkv (7240.7 MB)
602734,tt10342730,Spiral: Saw,Spiral: From the Book of Saw,Spiral: From the Book of Saw,Spiral From the Book of Saw,2021,2020s,2021-05-12,"Terror, Misterio",Darren Lynn Bousman,"Pete Goldfinger, Josh Stolberg",Charlie Clouser,"Chris Rock, Samuel L. Jackson, Max Minghella, Marisol Nichols, Dan Petronijevic, Richard Zeppieri",,93,"El detective descarado Ezekiel ""Zeke"" Banks, y su compañero novato, se hacen cargo de una espeluznante investigación sobre varios asesinatos espantosos. Zeke, involuntariamente, se vera atrapado en el  morboso juego del asesino.","Working in the shadow of an esteemed police veteran, brash Detective Ezekiel “Zeke” Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer’s morbid game.",El juego del miedo continúa.,A new game begins,R,en,English,United States of America,"Twisted Pictures, Lionsgate, Serendipity Productions, Dahlstar","sequel, murder, police corruption, survival horror, body count, procedural, father son relationship, mystery killings, murder of a policeman, death game",Saw - Colección,20000000,40618920,5.903,2265,5.4155,https://image.tmdb.org/t/p/w500/97WyFdS8pQerysSSGezafXHW5ZH.jpg,https://image.tmdb.org/t/p/w1280/g15PR8eQV9DehSWlagvdnJZqoRq.jpg,horror,Terror,Película,coleccion,NA,2021 - Spiral From the Book of Saw.mkv,mkv,13095.9,/Volumes/horror/horror collection/2021 - Spiral From the Book of Saw.mkv,1,horror: 2021 - Spiral From the Book of Saw.mkv (13095.9 MB)
604079,tt10374610,La larga marcha,The Long Walk,The Long Walk,The Long Walk,2025,2020s,2025-09-10,"Ciencia ficción, Suspense, Terror",Francis Lawrence,JT Mollner,Jeremiah Fraites,"Cooper Hoffman, David Jonsson, Ben Wang, Tut Nyuot, Charlie Plummer, Garrett Wareing",,108,"En un futuro distópico, cien adolescentes participan en una brutal competición conocida como ""La larga marcha"", donde deben caminar sin descanso: si se detienen o reducen la velocidad de la marcha, mueren. Solo uno sobrevivirá. Adaptación cinematográfica de la novela de Stephen King.","In a dystopian 1970s America, fifty teenage boys take part in a deadly annual walking contest, forced to maintain a minimum pace or be executed, until only one survivor remains.",,The task is simple: walk or die.,R,en,English,United States of America,"Lionsgate, Media Capital Technologies, Vertigo Entertainment, about:blank","suicide, based on novel or book, male friendship, bullying, coming of age, survival, teenage boy, survival horror, hard, authoritarian regime, psychological horror, psychological breakdown, life‑or‑death stakes, forced march, moral despair, fatal competition, youth dystopia, oppressive system, stephen king",NA,20000000,63103084,6.914,1404,16.5506,https://image.tmdb.org/t/p/w500/vH7WPEgHxy1JLKsjBgSfY7NIf9W.jpg,https://image.tmdb.org/t/p/w1280/2dlt9I2ga6hweywz9zsFUz1PVii.jpg,horror,Terror,Película,coleccion,NA,2025 - The Long Walk.mkv,mkv,7753.8,/Volumes/horror/horror collection/2025 - The Long Walk.mkv,1,horror: 2025 - The Long Walk.mkv (7753.8 MB)
609972,tt10515988,Paranormal Activity: Allegados,Paranormal Activity: Next of Kin,Paranormal Activity: Next of Kin,Paranormal Activity Next of Kin,2021,2020s,2021-10-29,"Terror, Misterio",William Eubank,Christopher Landon,,"Emily Bader, Ari Notartomaso, Alexa Shae Niziak, Dan Lippert, Kyli Zion, Jaye Ayres-Brown",,98,"La película sigue a una joven que intenta descubrir qué sucedió con su madre, que la dejó abandonada en la puerta de un hospital cuando nació, hasta que descubre una verdad aterradora sobre el pasado de su progenitora.",Margot is a documentary filmmaker looking to meet her long-lost mother and extended family in a secluded Amish community. She and her film crew soon realize the family that welcomes them into their home might be hiding a sinister secret.,La actividad renace.,The activity is reborn.,R,en,English,"Germany, United States of America","Room 101, Blumhouse Productions, Paramount Players, ARRI Media, Solana Films, Paramount Pictures","supernatural, cult, amish, sequel, paranormal, demonic possession, ghost, found footage, paranormal activity, devil worship, animal sacrifice, supernatural horror, pagan cult, bold, faux documentary, hybrid found footage",Paranormal Activity - Colección,NA,NA,6.092,751,3.6509,https://image.tmdb.org/t/p/w500/5idw994cLDgixK2zuacXrAlYBp3.jpg,https://image.tmdb.org/t/p/w1280/xAnSELun945cE4kFUD9mI7W3puI.jpg,horror,Found Footage,Película,coleccion,NA,2021 - Paranormal Activity Next of Kin.mp4,mp4,1919.3,/Volumes/horror/found footage collection/2021 - Paranormal Activity Next of Kin.mp4,1,horror: 2021 - Paranormal Activity Next of Kin.mp4 (1919.3 MB)
614479,tt13405778,Insidious: La puerta roja,Insidious: The Red Door,Insidious: The Red Door,Insidious The Red Door,2023,2020s,2023-07-05,"Terror, Suspense",Patrick Wilson,Scott Teems,Joseph Bishara,"Rose Byrne, Ty Simpkins, Patrick Wilson, Lin Shaye, Sinclair Daniel, Hiam Abbass",,107,"Para enterrar sus demonios de una vez por todas, Josh Lambert y un ya universitario Dalton Lambert, deberán profundizar en El Mas Allá (The Further) más que nunca, enfrentándose al oscuro pasado familiar y a un huésped de nuevos horrores terroríficos que acechan tras la puerta roja.","To put their demons to rest once and for all, Josh Lambert and a college-aged Dalton Lambert must go deeper into The Further than ever before, facing their family's dark past and a host of new and more horrifying terrors that lurk behind the red door.",,It ends where it all began.,PG-13,en,English,United States of America,"Blumhouse Productions, Stage 6 Films, Screen Gems","supernatural, medium, college, sequel, evil spirit, art, demon, other dimension, father son relationship, insidious, malicious, supernatural horror, horror, sinister",Insidious - Colección,16000000,189086877,6.512,1944,6.6192,https://image.tmdb.org/t/p/w500/wD4eLIHUaTvrXQqAzlfduHQ1NYg.jpg,https://image.tmdb.org/t/p/w1280/i2GVEvltEu3BXn5crBSxgKuTaca.jpg,horror,Terror,Película,pendiente,NA,2023 - Insidious The Red Door.mkv,mkv,7011.2,/Volumes/horror/horror to-watch/2023 - Insidious The Red Door.mkv,1,horror: 2023 - Insidious The Red Door.mkv (7011.2 MB)
