disco,coleccion,tipo,estado,titulo_archivo,anio_archivo,carpeta,nombre_archivo,extension,tamano_mb,ruta_completa,nombre_limpio
library_pt1,Colección,Película,coleccion,Prisoners,2013,2013 - Prisoners,2013 - Prisoners.mkv,mkv,6904.1,/Volumes/library_pt1/2010s/2013 - Prisoners/2013 - Prisoners.mkv,2013 - Prisoners
library_pt1,Colección,Película,coleccion,The Big Short,2015,2015 - The Big Short,2015 - The Big Short.mkv,mkv,5240.3,/Volumes/library_pt1/2010s/2015 - The Big Short/2015 - The Big Short.mkv,2015 - The Big Short
library_pt1,Colección,Película,coleccion,Star Trek Beyond,2016,2016 - Star Trek Beyond,2016 - Star Trek Beyond.mkv,mkv,16811.7,/Volumes/library_pt1/2010s/2016 - Star Trek Beyond/2016 - Star Trek Beyond.mkv,2016 - Star Trek Beyond
library_pt1,Colección,Película,coleccion,Ocean's Eight,2018,2018 - Ocean's Eight,2018 - Ocean's Eight.mkv,mkv,3790.6,/Volumes/library_pt1/2010s/2018 - Ocean's Eight/2018 - Ocean's Eight.mkv,2018 - Ocean's Eight
library_pt1,Colección,Película,coleccion,Another Round,2020,,2020 - Another Round.mkv,mkv,11792.8,/Volumes/library_pt1/2020s/2020 - Another Round.mkv,2020 - Another Round
library_pt1,Colección,Película,coleccion,Borat Subsequent Moviefilm,2020,,2020 - Borat Subsequent Moviefilm.mkv,mkv,6492.4,/Volumes/library_pt1/2020s/2020 - Borat Subsequent Moviefilm.mkv,2020 - Borat Subsequent Moviefilm
library_pt1,Colección,Película,coleccion,Greenland,2020,,2020 - Greenland.mp4,mp4,1909,/Volumes/library_pt1/2020s/2020 - Greenland.mp4,2020 - Greenland
library_pt1,Colección,Película,coleccion,Nomadland,2020,,2020 - Nomadland.mp4,mp4,1716.6,/Volumes/library_pt1/2020s/2020 - Nomadland.mp4,2020 - Nomadland
library_pt1,Colección,Película,coleccion,Shiva Baby,2020,,2020 - Shiva Baby.mkv,mkv,3563.3,/Volumes/library_pt1/2020s/2020 - Shiva Baby.mkv,2020 - Shiva Baby
library_pt1,Colección,Película,coleccion,Soul,2020,,2020 - Soul (4K).mkv,mkv,16563.2,/Volumes/library_pt1/2020s/2020 - Soul (4K).mkv,2020 - Soul (4K)
library_pt1,Colección,Película,coleccion,Tenet,2020,,2020 - Tenet.mkv,mkv,13943.9,/Volumes/library_pt1/2020s/2020 - Tenet.mkv,2020 - Tenet
library_pt1,Colección,Película,coleccion,Bestia,2021,,2021 - Bestia.mp4,mp4,172.8,/Volumes/library_pt1/2020s/2021 - Bestia.mp4,2021 - Bestia
library_pt1,Colección,Película,coleccion,Dune Part One,2021,,2021 - Dune Part One.mkv,mkv,10013.1,/Volumes/library_pt1/2020s/2021 - Dune Part One.mkv,2021 - Dune Part One
library_pt1,Colección,Película,coleccion,Land,2021,,2021 - Land.mkv,mkv,3898.3,/Volumes/library_pt1/2020s/2021 - Land.mkv,2021 - Land
library_pt1,Colección,Película,coleccion,Sing,2021,,2021 - Sing 2 (4K).mkv,mkv,19855,/Volumes/library_pt1/2020s/2021 - Sing 2 (4K).mkv,2021 - Sing 2 (4K)
library_pt1,Colección,Película,coleccion,The French Dispatch,2021,,2021 - The French Dispatch.mkv,mkv,7319,/Volumes/library_pt1/2020s/2021 - The French Dispatch.mkv,2021 - The French Dispatch
library_pt1,Colección,Película,coleccion,The Matrix 4 Resurrections,2021,,2021 - The Matrix 4 Resurrections.mkv,mkv,9499.9,/Volumes/library_pt1/2020s/2021 - The Matrix 4 Resurrections.mkv,2021 - The Matrix 4 Resurrections
library_pt1,Colección,Película,coleccion,Avatar The Way of Water,2022,,2022 - Avatar The Way of Water (4K) R.mkv,mkv,34483.3,/Volumes/library_pt1/2020s/2022 - Avatar The Way of Water (4K) R.mkv,2022 - Avatar The Way of Water (4K) R
library_pt1,Colección,Película,coleccion,Avatar The Way of Water,2022,,2022 - Avatar The Way of Water (4K).mkv,mkv,34483.3,/Volumes/library_pt1/2020s/2022 - Avatar The Way of Water (4K).mkv,2022 - Avatar The Way of Water (4K)
library_pt1,Colección,Película,coleccion,Glass Onion A Knives Out Mystery,2022,,2022 - Glass Onion A Knives Out Mystery.mkv,mkv,4055,/Volumes/library_pt1/2020s/2022 - Glass Onion A Knives Out Mystery.mkv,2022 - Glass Onion A Knives Out Mystery
library_pt1,Colección,Película,coleccion,The Batman,2022,,2022 - The Batman.mkv,mkv,6868.2,/Volumes/library_pt1/2020s/2022 - The Batman.mkv,2022 - The Batman
library_pt1,Colección,Película,coleccion,The Unbearable Weight of Massive Talent,2022,,2022 - The Unbearable Weight of Massive Talent.mkv,mkv,6842.4,/Volumes/library_pt1/2020s/2022 - The Unbearable Weight of Massive Talent.mkv,2022 - The Unbearable Weight of Massive Talent
library_pt1,Colección,Película,coleccion,The Whale,2022,,2022 - The Whale.mkv,mkv,8703.6,/Volumes/library_pt1/2020s/2022 - The Whale.mkv,2022 - The Whale
library_pt1,Colección,Película,coleccion,Top Gun Maverick,2022,,2022 - Top Gun Maverick (IMAX).mkv,mkv,7493.4,/Volumes/library_pt1/2020s/2022 - Top Gun Maverick (IMAX).mkv,2022 - Top Gun Maverick (IMAX)
library_pt1,Colección,Película,coleccion,Bottoms,2023,,2023 - Bottoms.mkv,mkv,6634,/Volumes/library_pt1/2020s/2023 - Bottoms.mkv,2023 - Bottoms
library_pt1,Colección,Película,coleccion,Captain Phillips,2023,,2023 - Captain Phillips.mkv,mkv,4104.3,/Volumes/library_pt1/2020s/2023 - Captain Phillips.mkv,2023 - Captain Phillips
library_pt1,Colección,Película,coleccion,Club Zero,2023,,2023 - Club Zero.mkv,mkv,6154.2,/Volumes/library_pt1/2020s/2023 - Club Zero.mkv,2023 - Club Zero
library_pt1,Colección,Película,coleccion,Magic Mike's Last Dance,2023,,2023 - Magic Mike's Last Dance.mkv,mkv,5303.7,/Volumes/library_pt1/2020s/2023 - Magic Mike's Last Dance.mkv,2023 - Magic Mike's Last Dance
library_pt1,Colección,Película,coleccion,Mission Impossible - Dead Reckoning Part One,2023,,2023 - Mission Impossible - Dead Reckoning Part One (4K).mkv,mkv,7470,/Volumes/library_pt1/2020s/2023 - Mission Impossible - Dead Reckoning Part One (4K).mkv,2023 - Mission Impossible - Dead Reckoning Part One (4K)
library_pt1,Colección,Película,coleccion,Napoleon,2023,,2023 - Napoleon.mkv,mkv,10385.7,/Volumes/library_pt1/2020s/2023 - Napoleon.mkv,2023 - Napoleon
library_pt1,Colección,Película,coleccion,Tetris,2023,,2023 - Tetris.mkv,mkv,9142.6,/Volumes/library_pt1/2020s/2023 - Tetris.mkv,2023 - Tetris
library_pt1,Colección,Película,coleccion,Civil War,2024,,2024 - Civil War.mkv,mkv,4969.8,/Volumes/library_pt1/2020s/2024 - Civil War.mkv,2024 - Civil War
library_pt1,Colección,Película,coleccion,Deadpool and Wolverine,2024,,2024 - Deadpool and Wolverine.mkv,mkv,9087.6,/Volumes/library_pt1/2020s/2024 - Deadpool and Wolverine.mkv,2024 - Deadpool and Wolverine
library_pt1,Colección,Película,coleccion,Dune Part Two,2024,,2024 - Dune Part Two.mkv,mkv,8161.9,/Volumes/library_pt1/2020s/2024 - Dune Part Two.mkv,2024 - Dune Part Two
library_pt1,Colección,Película,coleccion,Inside Out,2024,,2024 - Inside Out 2 (4K).mkv,mkv,17045.5,/Volumes/library_pt1/2020s/2024 - Inside Out 2 (4K).mkv,2024 - Inside Out 2 (4K)
library_pt1,Colección,Película,coleccion,We Live in Time,2024,,2024 - We Live in Time.mkv,mkv,8305.1,/Volumes/library_pt1/2020s/2024 - We Live in Time.mkv,2024 - We Live in Time
library_pt1,Colección,Película,coleccion,Avatar Fire and Ash,2025,,2025 - Avatar Fire and Ash (4K).mkv,mkv,21975.3,/Volumes/library_pt1/2020s/2025 - Avatar Fire and Ash (4K).mkv,2025 - Avatar Fire and Ash (4K)
library_pt1,Colección,Película,coleccion,F1 The Movie,2025,,2025 - F1 The Movie (4K).mkv,mkv,17518.6,/Volumes/library_pt1/2020s/2025 - F1 The Movie (4K).mkv,2025 - F1 The Movie (4K)
library_pt1,Colección,Película,coleccion,Mission Impossible - The Final Reckoning,2025,,2025 - Mission Impossible - The Final Reckoning (4K).mkv,mkv,30260.8,/Volumes/library_pt1/2020s/2025 - Mission Impossible - The Final Reckoning (4K).mkv,2025 - Mission Impossible - The Final Reckoning (4K)
library_pt1,Colección,Película,coleccion,Mission Impossible - The Final Reckoning,2025,,2025 - Mission Impossible - The Final Reckoning.mkv,mkv,12674,/Volumes/library_pt1/2020s/2025 - Mission Impossible - The Final Reckoning.mkv,2025 - Mission Impossible - The Final Reckoning
library_pt1,Colección,Película,coleccion,One Battle After Another,2025,,2025 - One Battle After Another.mkv,mkv,11383.8,/Volumes/library_pt1/2020s/2025 - One Battle After Another.mkv,2025 - One Battle After Another
library_pt1,Colección,Película,coleccion,The Phoenician Scheme,2025,,2025 - The Phoenician Scheme (4K).mkv,mkv,18009.2,/Volumes/library_pt1/2020s/2025 - The Phoenician Scheme (4K).mkv,2025 - The Phoenician Scheme (4K)
library_pt1,Colección,Película,coleccion,Tron Ares,2025,,2025 - Tron Ares (4K).mp4,mp4,26640.3,/Volumes/library_pt1/2020s/2025 - Tron Ares (4K).mp4,2025 - Tron Ares (4K)
library_pt1,Colección,Película,coleccion,Wake Up Dead Man A Knives Out Mystery,2025,,2025 - Wake Up Dead Man A Knives Out Mystery.mkv,mkv,8723.9,/Volumes/library_pt1/2020s/2025 - Wake Up Dead Man A Knives Out Mystery.mkv,2025 - Wake Up Dead Man A Knives Out Mystery
movies to-watch,Películas,Película,pendiente,The Kid,1921,NA,1921 - The Kid.mkv,mkv,2547.5,/Volumes/movies to-watch/movies to-watch/1921 - The Kid.mkv,1921 - The Kid
movies to-watch,Películas,Película,pendiente,Sherlock Jr,1924,NA,1924 - Sherlock Jr..mp4,mp4,870.2,/Volumes/movies to-watch/movies to-watch/1924 - Sherlock Jr..mp4,1924 - Sherlock Jr
movies to-watch,Películas,Película,pendiente,The Gold Rush,1925,NA,1925 - The Gold Rush.avi,avi,702,/Volumes/movies to-watch/movies to-watch/1925 - The Gold Rush.avi,1925 - The Gold Rush
movies to-watch,Películas,Película,pendiente,The General,1926,NA,1926 - The General.mp4,mp4,4831.5,/Volumes/movies to-watch/movies to-watch/1926 - The General.mp4,1926 - The General
movies to-watch,Películas,Película,pendiente,The Circus,1928,NA,1928 - The Circus.mp4,mp4,1419.9,/Volumes/movies to-watch/movies to-watch/1928 - The Circus.mp4,1928 - The Circus
movies to-watch,Películas,Película,pendiente,The Passion of Joan of Arc,1928,NA,1928 - The Passion of Joan of Arc.mkv,mkv,5174.6,/Volumes/movies to-watch/movies to-watch/1928 - The Passion of Joan of Arc.mkv,1928 - The Passion of Joan of Arc
movies to-watch,Películas,Película,pendiente,Man with a Movie Camera,1929,NA,1929 - Man with a Movie Camera.mp4,mp4,1310.5,/Volumes/movies to-watch/movies to-watch/1929 - Man with a Movie Camera.mp4,1929 - Man with a Movie Camera
movies to-watch,Películas,Película,pendiente,Rebecca,1940,NA,1940 - Rebecca.mkv,mkv,5596.3,/Volumes/movies to-watch/movies to-watch/1940 - Rebecca.mkv,1940 - Rebecca
movies to-watch,Películas,Película,pendiente,The Grapes of Wrath,1940,NA,1940 - The Grapes of Wrath.mp4,mp4,2061.1,/Volumes/movies to-watch/movies to-watch/1940 - The Grapes of Wrath.mp4,1940 - The Grapes of Wrath
movies to-watch,Películas,Película,pendiente,To Be Or Not To Be,1942,NA,1942 - To Be Or Not To Be.mp4,mp4,1938.3,/Volumes/movies to-watch/movies to-watch/1942 - To Be Or Not To Be.mp4,1942 - To Be Or Not To Be
movies to-watch,Películas,Película,pendiente,Sugata Sanshiro,1943,NA,1943 - Sugata Sanshiro.mkv,mkv,4799.5,/Volumes/movies to-watch/movies to-watch/1943 - Sugata Sanshiro.mkv,1943 - Sugata Sanshiro
movies to-watch,Películas,Película,pendiente,Double Indemnity,1944,NA,1944 - Double Indemnity (Remastered).mkv,mkv,4880.1,/Volumes/movies to-watch/movies to-watch/1944 - Double Indemnity (Remastered).mkv,1944 - Double Indemnity (Remastered)
movies to-watch,Películas,Película,pendiente,Brief Encounter,1945,NA,1945 - Brief Encounter.mkv,mkv,4119.7,/Volumes/movies to-watch/movies to-watch/1945 - Brief Encounter.mkv,1945 - Brief Encounter
movies to-watch,Películas,Película,pendiente,Brief Encounter,1945,NA,1945 - Brief Encounter.mp4,mp4,1384.8,/Volumes/movies to-watch/movies to-watch/1945 - Brief Encounter.mp4,1945 - Brief Encounter
movies to-watch,Películas,Película,pendiente,The Best Years of Our Lives,1946,NA,1946 - The Best Years of Our Lives.mp4,mp4,3321.6,/Volumes/movies to-watch/movies to-watch/1946 - The Best Years of Our Lives.mp4,1946 - The Best Years of Our Lives
movies to-watch,Películas,Película,pendiente,Witness for the Prosecution,1957,NA,1957 - Witness for the Prosecution.mkv,mkv,8136.5,/Volumes/movies to-watch/movies to-watch/1957 - Witness for the Prosecution.mkv,1957 - Witness for the Prosecution
movies to-watch,Películas,Película,pendiente,Ben-Hur,1959,NA,1959 - Ben-Hur.mkv,mkv,7029.9,/Volumes/movies to-watch/movies to-watch/1959 - Ben-Hur.mkv,1959 - Ben-Hur
movies to-watch,Películas,Película,pendiente,Time Machine,1960,NA,1960 - Time Machine.mp4,mp4,1682.4,/Volumes/movies to-watch/movies to-watch/1960 - Time Machine.mp4,1960 - Time Machine
movies to-watch,Películas,Película,pendiente,West Side Story,1961,NA,1961 - West Side Story.mp4,mp4,2903.9,/Volumes/movies to-watch/movies to-watch/1961 - West Side Story.mp4,1961 - West Side Story
movies to-watch,Películas,Película,pendiente,Persona,1966,NA,1966 - Persona.mkv,mkv,5592.9,/Volumes/movies to-watch/movies to-watch/1966 - Persona.mkv,1966 - Persona
movies to-watch,Películas,Película,pendiente,Anand,1971,NA,1971 - Anand.mp4,mp4,1367.9,/Volumes/movies to-watch/movies to-watch/1971 - Anand.mp4,1971 - Anand
movies to-watch,Películas,Película,pendiente,Silent Running,1972,NA,1972 - Silent Running (4K).mkv,mkv,5896.7,/Volumes/movies to-watch/movies to-watch/1972 - Silent Running (4K).mkv,1972 - Silent Running (4K)
movies to-watch,Películas,Película,pendiente,Mean Streets,1973,NA,1973 - Mean Streets.mkv,mkv,4550.1,/Volumes/movies to-watch/movies to-watch/1973 - Mean Streets.mkv,1973 - Mean Streets
movies to-watch,Películas,Película,pendiente,The Sting,1973,NA,1973 - The Sting.mp4,mp4,2063.4,/Volumes/movies to-watch/movies to-watch/1973 - The Sting.mp4,1973 - The Sting
movies to-watch,Películas,Película,pendiente,Jeanne Dielman 23 Commerce Quay,1975,NA,1975 - Jeanne Dielman 23 Commerce Quay.mp4,mp4,3219.9,/Volumes/movies to-watch/movies to-watch/1975 - Jeanne Dielman 23 Commerce Quay.mp4,1975 - Jeanne Dielman 23 Commerce Quay
movies to-watch,Películas,Película,pendiente,The Deer Hunter,1978,NA,1978 - The Deer Hunter.mp4,mp4,2930.8,/Volumes/movies to-watch/movies to-watch/1978 - The Deer Hunter.mp4,1978 - The Deer Hunter
movies to-watch,Películas,Película,pendiente,Stalker,1979,NA,1979 - Stalker (Remastered).mp4,mp4,2582.7,/Volumes/movies to-watch/movies to-watch/1979 - Stalker (Remastered).mp4,1979 - Stalker (Remastered)
movies to-watch,Películas,Película,pendiente,The China Syndrome,1979,NA,1979 - The China Syndrome.mp4,mp4,2162.2,/Volumes/movies to-watch/movies to-watch/1979 - The China Syndrome.mp4,1979 - The China Syndrome
movies to-watch,Películas,Película,pendiente,Time After Time,1979,NA,1979 - Time After Time.mkv,mkv,4204.2,/Volumes/movies to-watch/movies to-watch/1979 - Time After Time.mkv,1979 - Time After Time
movies to-watch,Películas,Película,pendiente,Quest for Fire,1981,NA,1981 - Quest for Fire.mkv,mkv,1793.6,/Volumes/movies to-watch/movies to-watch/1981 - Quest for Fire.mkv,1981 - Quest for Fire
movies to-watch,Películas,Película,pendiente,Fanny and Alexander,1982,NA,1982 - Fanny and Alexander (Theatrical).mkv,mkv,2310.4,/Volumes/movies to-watch/movies to-watch/1982 - Fanny and Alexander (Theatrical).mkv,1982 - Fanny and Alexander (Theatrical)
movies to-watch,Películas,Película,pendiente,Sophie's Choice,1982,NA,1982 - Sophie's Choice.mp4,mp4,2410.7,/Volumes/movies to-watch/movies to-watch/1982 - Sophie's Choice.mp4,1982 - Sophie's Choice
movies to-watch,Películas,Película,pendiente,The Day After,1983,NA,1983 - The Day After.mp4,mp4,2027,/Volumes/movies to-watch/movies to-watch/1983 - The Day After.mp4,1983 - The Day After
movies to-watch,Películas,Película,pendiente,Threads,1984,NA,1984 - Threads.mp4,mp4,2287.6,/Volumes/movies to-watch/movies to-watch/1984 - Threads.mp4,1984 - Threads
movies to-watch,Películas,Película,pendiente,Come and See,1985,NA,1985 - Come and See.mkv,mkv,1737.4,/Volumes/movies to-watch/movies to-watch/1985 - Come and See.mkv,1985 - Come and See
movies to-watch,Películas,Película,pendiente,Shoah Part,1985,NA,1985 - Shoah Part 1.mkv,mkv,10069.6,/Volumes/movies to-watch/movies to-watch/1985 - Shoah Part 1.mkv,1985 - Shoah Part 1
movies to-watch,Películas,Película,pendiente,Shoah Part,1985,NA,1985 - Shoah Part 2.mkv,mkv,10069.9,/Volumes/movies to-watch/movies to-watch/1985 - Shoah Part 2.mkv,1985 - Shoah Part 2
movies to-watch,Películas,Película,pendiente,Platoon,1986,NA,1986 - Platoon.mp4,mp4,1590.5,/Volumes/movies to-watch/movies to-watch/1986 - Platoon.mp4,1986 - Platoon
movies to-watch,Películas,Película,pendiente,Stand by Me,1986,NA,1986 - Stand by Me.mp4,mp4,1412.7,/Volumes/movies to-watch/movies to-watch/1986 - Stand by Me.mp4,1986 - Stand by Me
movies to-watch,Películas,Película,pendiente,Bill and Ted's Excellent Adventure,1989,NA,1989 - Bill and Ted's Excellent Adventure.mkv,mkv,1480.8,/Volumes/movies to-watch/movies to-watch/1989 - Bill and Ted's Excellent Adventure.mkv,1989 - Bill and Ted's Excellent Adventure
movies to-watch,Películas,Película,pendiente,Juice,1992,NA,1992 - Juice.mkv,mkv,3994.6,/Volumes/movies to-watch/movies to-watch/1992 - Juice.mkv,1992 - Juice
movies to-watch,Películas,Película,pendiente,Malcolm X,1992,NA,1992 - Malcolm X.mp4,mp4,3222.8,/Volumes/movies to-watch/movies to-watch/1992 - Malcolm X.mp4,1992 - Malcolm X
movies to-watch,Películas,Película,pendiente,The Crying Game,1992,NA,1992 - The Crying Game.mkv,mkv,949.9,/Volumes/movies to-watch/movies to-watch/1992 - The Crying Game.mkv,1992 - The Crying Game
movies to-watch,Películas,Película,pendiente,Hoop Dreams,1994,NA,1994 - Hoop Dreams.mp4,mp4,2428.6,/Volumes/movies to-watch/movies to-watch/1994 - Hoop Dreams.mp4,1994 - Hoop Dreams
movies to-watch,Películas,Película,pendiente,Before Sunrise,1995,NA,1995 - Before Sunrise.mp4,mp4,1612.7,/Volumes/movies to-watch/movies to-watch/1995 - Before Sunrise.mp4,1995 - Before Sunrise
movies to-watch,Películas,Película,pendiente,La Haine,1995,NA,1995 - La Haine.mkv,mkv,7592.5,/Volumes/movies to-watch/movies to-watch/1995 - La Haine.mkv,1995 - La Haine
movies to-watch,Películas,Película,pendiente,Eskiya,1996,NA,1996 - Eskiya.avi,avi,2240.3,/Volumes/movies to-watch/movies to-watch/1996 - Eskiya.avi,1996 - Eskiya
movies to-watch,Películas,Película,pendiente,Children of Heaven,1997,NA,1997 - Children of Heaven.mkv,mkv,3725.3,/Volumes/movies to-watch/movies to-watch/1997 - Children of Heaven.mkv,1997 - Children of Heaven
movies to-watch,Películas,Película,pendiente,Children of Heaven,1997,NA,1997 - Children of Heaven.mp4,mp4,1554.1,/Volumes/movies to-watch/movies to-watch/1997 - Children of Heaven.mp4,1997 - Children of Heaven
movies to-watch,Películas,Película,pendiente,August 32nd on Earth,1998,NA,1998 - August 32nd on Earth.mp4,mp4,1407.1,/Volumes/movies to-watch/movies to-watch/1998 - August 32nd on Earth.mp4,1998 - August 32nd on Earth
movies to-watch,Películas,Película,pendiente,The Prince of Egypt,1998,NA,1998 - The Prince of Egypt.mkv,mkv,7833.8,/Volumes/movies to-watch/movies to-watch/1998 - The Prince of Egypt.mkv,1998 - The Prince of Egypt
movies to-watch,Películas,Película,pendiente,Good Work,1999,NA,1999 - Good Work.mp4,mp4,1487.8,/Volumes/movies to-watch/movies to-watch/1999 - Good Work.mp4,1999 - Good Work
movies to-watch,Películas,Película,pendiente,The Wolf Brigade,1999,NA,1999 - The Wolf Brigade.mkv,mkv,4233.1,/Volumes/movies to-watch/movies to-watch/1999 - The Wolf Brigade.mkv,1999 - The Wolf Brigade
movies to-watch,Películas,Película,pendiente,Hera Pheri,2000,NA,2000 - Hera Pheri.mkv,mkv,1119.5,/Volumes/movies to-watch/movies to-watch/2000 - Hera Pheri.mkv,2000 - Hera Pheri
movies to-watch,Películas,Película,pendiente,In the Mood for Love,2000,NA,2000 - In the Mood for Love.mp4,mp4,1927,/Volumes/movies to-watch/movies to-watch/2000 - In the Mood for Love.mp4,2000 - In the Mood for Love
movies to-watch,Películas,Película,pendiente,Memories of Murder,2003,NA,2003 - Memories of Murder.mp4,mp4,2562.2,/Volumes/movies to-watch/movies to-watch/2003 - Memories of Murder.mp4,2003 - Memories of Murder
movies to-watch,Películas,Película,pendiente,The Hunted,2003,NA,2003 - The Hunted.mp4,mp4,1846.2,/Volumes/movies to-watch/movies to-watch/2003 - The Hunted.mp4,2003 - The Hunted
movies to-watch,Películas,Película,pendiente,Before Sunset,2004,NA,2004 - Before Sunset.mp4,mp4,1285,/Volumes/movies to-watch/movies to-watch/2004 - Before Sunset.mp4,2004 - Before Sunset
movies to-watch,Películas,Película,pendiente,Metallica - Some Kind of Monster,2004,NA,2004 - Metallica - Some Kind of Monster.mkv,mkv,10070,/Volumes/movies to-watch/movies to-watch/2004 - Metallica - Some Kind of Monster.mkv,2004 - Metallica - Some Kind of Monster
movies to-watch,Películas,Película,pendiente,Babam ve Olum,2005,NA,2005 - Babam ve Olum.mkv,mkv,6317,/Volumes/movies to-watch/movies to-watch/2005 - Babam ve Olum.mkv,2005 - Babam ve Olum
movies to-watch,Películas,Película,pendiente,Rang De Basanti,2006,NA,2006 - Rang De Basanti.mkv,mkv,1391.1,/Volumes/movies to-watch/movies to-watch/2006 - Rang De Basanti.mkv,2006 - Rang De Basanti
movies to-watch,Películas,Película,pendiente,The Lives of Others,2006,NA,2006 - The Lives of Others.mp4,mp4,2684.1,/Volumes/movies to-watch/movies to-watch/2006 - The Lives of Others.mp4,2006 - The Lives of Others
movies to-watch,Películas,Película,pendiente,Before the Devil Knows You're Dead,2007,NA,2007 - Before the Devil Knows You're Dead.mp4,mp4,1392.8,/Volumes/movies to-watch/movies to-watch/2007 - Before the Devil Knows You're Dead.mp4,2007 - Before the Devil Knows You're Dead
movies to-watch,Películas,Película,pendiente,Chak De India,2007,NA,2007 - Chak De India.mkv,mkv,901.2,/Volumes/movies to-watch/movies to-watch/2007 - Chak De India.mkv,2007 - Chak De India
movies to-watch,Películas,Película,pendiente,Like Stars On Earth aka Taare Zameen Par,2007,NA,2007 - Like Stars On Earth aka Taare Zameen Par.mkv,mkv,7771.4,/Volumes/movies to-watch/movies to-watch/2007 - Like Stars On Earth aka Taare Zameen Par.mkv,2007 - Like Stars On Earth aka Taare Zameen Par
movies to-watch,Películas,Película,pendiente,Mary and Max,2009,NA,2009 - Mary and Max.mp4,mp4,1472.5,/Volumes/movies to-watch/movies to-watch/2009 - Mary and Max.mp4,2009 - Mary and Max
movies to-watch,Películas,Película,pendiente,Incendies,2010,NA,2010 - Incendies.mp4,mp4,1965.3,/Volumes/movies to-watch/movies to-watch/2010 - Incendies.mp4,2010 - Incendies
movies to-watch,Películas,Película,pendiente,Submarine,2010,NA,2010 - Submarine.mkv,mkv,4307.7,/Volumes/movies to-watch/movies to-watch/2010 - Submarine.mkv,2010 - Submarine
movies to-watch,Películas,Película,pendiente,A Separation,2011,NA,2011 - A Separation.mkv,mkv,3075.7,/Volumes/movies to-watch/movies to-watch/2011 - A Separation.mkv,2011 - A Separation
movies to-watch,Películas,Película,pendiente,Kung Fu Panda,2011,NA,2011 - Kung Fu Panda 2.mkv,mkv,9323.2,/Volumes/movies to-watch/movies to-watch/2011 - Kung Fu Panda 2.mkv,2011 - Kung Fu Panda 2
movies to-watch,Películas,Película,pendiente,The Adventures of Tintin,2011,NA,2011 - The Adventures of Tintin.mp4,mp4,1529.2,/Volumes/movies to-watch/movies to-watch/2011 - The Adventures of Tintin.mp4,2011 - The Adventures of Tintin
movies to-watch,Películas,Película,pendiente,Gangs of Wasseypur (Part 1),2012,NA,2012 - Gangs of Wasseypur (Part 1).mp4,mp4,2436.5,/Volumes/movies to-watch/movies to-watch/2012 - Gangs of Wasseypur (Part 1).mp4,2012 - Gangs of Wasseypur (Part 1)
movies to-watch,Películas,Película,pendiente,Gangs of Wasseypur (Part 2),2012,NA,2012 - Gangs of Wasseypur (Part 2).mp4,mp4,2420.3,/Volumes/movies to-watch/movies to-watch/2012 - Gangs of Wasseypur (Part 2).mp4,2012 - Gangs of Wasseypur (Part 2)
movies to-watch,Películas,Película,pendiente,Before Midnight,2013,NA,2013 - Before Midnight.mkv,mkv,7872.8,/Volumes/movies to-watch/movies to-watch/2013 - Before Midnight.mkv,2013 - Before Midnight
movies to-watch,Películas,Película,pendiente,Tangerines,2013,NA,2013 - Tangerines.mkv,mkv,6716,/Volumes/movies to-watch/movies to-watch/2013 - Tangerines.mkv,2013 - Tangerines
movies to-watch,Películas,Película,pendiente,300 Rise of an Empire,2014,NA,2014 - 300 Rise of an Empire.mp4,mp4,1680.4,/Volumes/movies to-watch/movies to-watch/2014 - 300 Rise of an Empire.mp4,2014 - 300 Rise of an Empire
movies to-watch,Películas,Película,pendiente,Kubrick Remembered,2014,NA,2014 - Kubrick Remembered.mp4,mp4,948.2,/Volumes/movies to-watch/movies to-watch/2014 - Kubrick Remembered.mp4,2014 - Kubrick Remembered
movies to-watch,Películas,Película,pendiente,Daft Punk Unchained,2015,NA,2015 - Daft Punk Unchained.mkv,mkv,6712.6,/Volumes/movies to-watch/movies to-watch/2015 - Daft Punk Unchained.mkv,2015 - Daft Punk Unchained
movies to-watch,Películas,Película,pendiente,Drishyam,2015,NA,2015 - Drishyam.mkv,mkv,1738.8,/Volumes/movies to-watch/movies to-watch/2015 - Drishyam.mkv,2015 - Drishyam
movies to-watch,Películas,Película,pendiente,Room,2015,NA,2015 - Room.mp4,mp4,1764.6,/Volumes/movies to-watch/movies to-watch/2015 - Room.mp4,2015 - Room
movies to-watch,Películas,Película,pendiente,The Lobster,2015,NA,2015 - The Lobster.mkv,mkv,9784.8,/Volumes/movies to-watch/movies to-watch/2015 - The Lobster.mkv,2015 - The Lobster
movies to-watch,Películas,Película,pendiente,Tomorrowland,2015,NA,2015 - Tomorrowland.mkv,mkv,3354.9,/Volumes/movies to-watch/movies to-watch/2015 - Tomorrowland.mkv,2015 - Tomorrowland
movies to-watch,Películas,Película,pendiente,Victoria,2015,NA,2015 - Victoria.mkv,mkv,10067.7,/Volumes/movies to-watch/movies to-watch/2015 - Victoria.mkv,2015 - Victoria
movies to-watch,Películas,Película,pendiente,Crouching Tiger Hidden Dragon Sword of Destiny,2016,NA,2016 - Crouching Tiger Hidden Dragon Sword of Destiny (4K).mkv,mkv,11409.8,/Volumes/movies to-watch/movies to-watch/2016 - Crouching Tiger Hidden Dragon Sword of Destiny (4K).mkv,2016 - Crouching Tiger Hidden Dragon Sword of Destiny (4K)
