disco,coleccion,tipo,estado,titulo_archivo,anio_archivo,carpeta,nombre_archivo,extension,tamano_mb,ruta_completa,nombre_limpio
horror,Terror,Película,coleccion,Requiem for a Dream,2000,2000 - Requiem for a Dream (4K),2000 - Requiem for a Dream (4K).mkv,mkv,15119.2,/Volumes/horror/horror collection/2000 - Requiem for a Dream (4K)/2000 - Requiem for a Dream (4K).mkv,2000 - Requiem for a Dream (4K)
horror,Terror,Película,coleccion,The Others,2001,2001 - The Others,2001 - The Others.mkv,mkv,4900,/Volumes/horror/horror collection/2001 - The Others/2001 - The Others.mkv,2001 - The Others
horror,Terror,Película,coleccion,Dawn of the Dead,2004,2004 - Dawn of the Dead,2004 - Dawn of the Dead.mkv,mkv,5879.5,/Volumes/horror/horror collection/2004 - Dawn of the Dead/2004 - Dawn of the Dead.mkv,2004 - Dawn of the Dead
horror,Terror,Película,coleccion,The Autopsy of Jane Doe,2016,2016 - The Autopsy of Jane Doe ,2016 - The Autopsy of Jane Doe.mkv,mkv,3209.5,/Volumes/horror/horror collection/2016 - The Autopsy of Jane Doe /2016 - The Autopsy of Jane Doe.mkv,2016 - The Autopsy of Jane Doe
horror,Terror,Película,pendiente,The Cabinet of Dr Caligari,1920,,1920 - The Cabinet of Dr Caligari (4K).mkv,mkv,3589.4,/Volumes/horror/horror to-watch/1920 - The Cabinet of Dr Caligari (4K).mkv,1920 - The Cabinet of Dr Caligari (4K)
horror,Terror,Película,pendiente,Bride of Frankenstein,1935,,1935 - Bride of Frankenstein.mkv,mkv,3012.5,/Volumes/horror/horror to-watch/1935 - Bride of Frankenstein.mkv,1935 - Bride of Frankenstein
horror,Terror,Película,pendiente,The Uninvited,1944,,1944 - The Uninvited.mkv,mkv,7284.4,/Volumes/horror/horror to-watch/1944 - The Uninvited.mkv,1944 - The Uninvited
horror,Terror,Película,pendiente,The Ghost and Mrs. Muir,1947,,1947 - The Ghost and Mrs. Muir.mkv,mkv,2033,/Volumes/horror/horror to-watch/1947 - The Ghost and Mrs. Muir.mkv,1947 - The Ghost and Mrs. Muir
horror,Terror,Película,pendiente,Diabolique,1955,,1955 - Diabolique.mkv,mkv,5212.7,/Volumes/horror/horror to-watch/1955 - Diabolique.mkv,1955 - Diabolique
horror,Terror,Película,pendiente,Invasion of the Body Snatchers,1956,,1956 - Invasion of the Body Snatchers (4K).mkv,mkv,11884.6,/Volumes/horror/horror to-watch/1956 - Invasion of the Body Snatchers (4K).mkv,1956 - Invasion of the Body Snatchers (4K)
horror,Terror,Película,pendiente,Eyes Without a Face,1960,,1960 - Eyes Without a Face.mkv,mkv,5593.5,/Volumes/horror/horror to-watch/1960 - Eyes Without a Face.mkv,1960 - Eyes Without a Face
horror,Terror,Película,pendiente,Peeping Tom,1960,,1960 - Peeping Tom.mp4,mp4,1621.3,/Volumes/horror/horror to-watch/1960 - Peeping Tom.mp4,1960 - Peeping Tom
horror,Terror,Película,pendiente,The Innocents,1961,,1961 - The Innocents (Remastered).mp4,mp4,1597.8,/Volumes/horror/horror to-watch/1961 - The Innocents (Remastered).mp4,1961 - The Innocents (Remastered)
horror,Terror,Película,pendiente,The Haunting,1963,,1963 - The Haunting.mkv,mkv,1768.3,/Volumes/horror/horror to-watch/1963 - The Haunting.mkv,1963 - The Haunting
horror,Terror,Película,pendiente,Repulsion,1965,,1965 - Repulsion.mkv,mkv,1299.6,/Volumes/horror/horror to-watch/1965 - Repulsion.mkv,1965 - Repulsion
horror,Terror,Película,pendiente,Rosemary's Baby,1968,,1968 - Rosemary's Baby.mp4,mp4,1831,/Volumes/horror/horror to-watch/1968 - Rosemary's Baby.mp4,1968 - Rosemary's Baby
horror,Terror,Película,pendiente,The Wizard of Gore,1970,,1970 - The Wizard of Gore (Remastered).mp4,mp4,1509.9,/Volumes/horror/horror to-watch/1970 - The Wizard of Gore (Remastered).mp4,1970 - The Wizard of Gore (Remastered)
horror,Terror,Película,pendiente,Black Christmas,1974,,1974 - Black Christmas (New Remastered).mp4,mp4,1567.4,/Volumes/horror/horror to-watch/1974 - Black Christmas (New Remastered).mp4,1974 - Black Christmas (New Remastered)
horror,Terror,Película,pendiente,The Stepford Wives,1975,,1975 - The Stepford Wives.mkv,mkv,1329,/Volumes/horror/horror to-watch/1975 - The Stepford Wives.mkv,1975 - The Stepford Wives
horror,Terror,Película,pendiente,The Omen,1976,,1976 - The Omen.mp4,mp4,1740.5,/Volumes/horror/horror to-watch/1976 - The Omen.mp4,1976 - The Omen
horror,Terror,Película,pendiente,Who Can Kill A Child,1976,,1976 - Who Can Kill A Child.mp4,mp4,1775.2,/Volumes/horror/horror to-watch/1976 - Who Can Kill A Child.mp4,1976 - Who Can Kill A Child
horror,Terror,Película,pendiente,Alucarda,1977,,1977 - Alucarda.avi,avi,1146.7,/Volumes/horror/horror to-watch/1977 - Alucarda.avi,1977 - Alucarda
horror,Terror,Película,pendiente,Halloween,1978,,1978 - Halloween.mp4,mp4,1462.2,/Volumes/horror/horror to-watch/1978 - Halloween.mp4,1978 - Halloween
horror,Terror,Película,pendiente,Phantasm,1979,,1979 - Phantasm (Remastered).mp4,mp4,1421.4,/Volumes/horror/horror to-watch/1979 - Phantasm (Remastered).mp4,1979 - Phantasm (Remastered)
horror,Terror,Película,pendiente,Friday The 13th,1980,,1980 - Friday The 13th.mp4,mp4,1523.4,/Volumes/horror/horror to-watch/1980 - Friday The 13th.mp4,1980 - Friday The 13th
horror,Terror,Película,pendiente,Ghost Story,1981,,1981 - Ghost Story.mp4,mp4,1016.8,/Volumes/horror/horror to-watch/1981 - Ghost Story.mp4,1981 - Ghost Story
horror,Terror,Película,pendiente,The Funhouse,1981,,1981 - The Funhouse (Remastered).mp4,mp4,1517.5,/Volumes/horror/horror to-watch/1981 - The Funhouse (Remastered).mp4,1981 - The Funhouse (Remastered)
horror,Terror,Película,pendiente,Time Bandits,1981,,1981 - Time Bandits.mkv,mkv,1979.6,/Volumes/horror/horror to-watch/1981 - Time Bandits.mkv,1981 - Time Bandits
horror,Terror,Película,pendiente,Basket Case,1982,,1982 - Basket Case (Remastered).mp4,mp4,1455,/Volumes/horror/horror to-watch/1982 - Basket Case (Remastered).mp4,1982 - Basket Case (Remastered)
horror,Terror,Película,pendiente,Poltergeist,1982,,1982 - Poltergeist.mp4,mp4,1825.6,/Volumes/horror/horror to-watch/1982 - Poltergeist.mp4,1982 - Poltergeist
horror,Terror,Película,pendiente,Phenomena,1985,,1985 - Phenomena.mp4,mp4,1849.5,/Volumes/horror/horror to-watch/1985 - Phenomena.mp4,1985 - Phenomena
horror,Terror,Película,pendiente,Henry Portrait of a Serial Killer,1986,,1986 - Henry Portrait of a Serial Killer (Remastered).mp4,mp4,1607.7,/Volumes/horror/horror to-watch/1986 - Henry Portrait of a Serial Killer (Remastered).mp4,1986 - Henry Portrait of a Serial Killer (Remastered)
horror,Terror,Película,pendiente,Poltergeist II The Other Side,1986,,1986 - Poltergeist II The Other Side.mp4,mp4,1446.1,/Volumes/horror/horror to-watch/1986 - Poltergeist II The Other Side.mp4,1986 - Poltergeist II The Other Side
horror,Terror,Película,pendiente,Trick or Treat,1986,,1986 - Trick or Treat.mp4,mp4,1470.4,/Volumes/horror/horror to-watch/1986 - Trick or Treat.mp4,1986 - Trick or Treat
horror,Terror,Película,pendiente,Creepshow,1987,,1987 - Creepshow 2.mkv,mkv,9649.6,/Volumes/horror/horror to-watch/1987 - Creepshow 2.mkv,1987 - Creepshow 2
horror,Terror,Película,pendiente,Near Dark,1987,,1987 - Near Dark.mkv,mkv,10403.1,/Volumes/horror/horror to-watch/1987 - Near Dark.mkv,1987 - Near Dark
horror,Terror,Película,pendiente,Nekromantik,1987,,1987 - Nekromantik.mkv,mkv,5288.6,/Volumes/horror/horror to-watch/1987 - Nekromantik.mkv,1987 - Nekromantik
horror,Terror,Película,pendiente,Prince of Darkness,1987,,1987 - Prince of Darkness (Remastered).mp4,mp4,1618.7,/Volumes/horror/horror to-watch/1987 - Prince of Darkness (Remastered).mp4,1987 - Prince of Darkness (Remastered)
horror,Terror,Película,pendiente,Child's Play,1988,,1988 - Child's Play (New Remastered).mp4,mp4,1389.3,/Volumes/horror/horror to-watch/1988 - Child's Play (New Remastered).mp4,1988 - Child's Play (New Remastered)
horror,Terror,Película,pendiente,Lady in White,1988,,1988 - Lady in White.mp4,mp4,1929.3,/Volumes/horror/horror to-watch/1988 - Lady in White.mp4,1988 - Lady in White
horror,Terror,Película,pendiente,Poltergeist III,1988,,1988 - Poltergeist III.mp4,mp4,1557,/Volumes/horror/horror to-watch/1988 - Poltergeist III.mp4,1988 - Poltergeist III
horror,Terror,Película,pendiente,Child's Play,1990,,1990 - Child's Play 2 (Remastered).mp4,mp4,1342.4,/Volumes/horror/horror to-watch/1990 - Child's Play 2 (Remastered).mp4,1990 - Child's Play 2 (Remastered)
horror,Terror,Película,pendiente,Flatliners,1990,,1990 - Flatliners (Remastered).mp4,mp4,1821.6,/Volumes/horror/horror to-watch/1990 - Flatliners (Remastered).mp4,1990 - Flatliners (Remastered)
horror,Terror,Película,pendiente,Jacob's Ladder,1990,,1990 - Jacob's Ladder.mp4,mp4,1812.1,/Volumes/horror/horror to-watch/1990 - Jacob's Ladder.mp4,1990 - Jacob's Ladder
horror,Terror,Película,pendiente,Child's Play,1991,,1991 - Child's Play 3 (Remastered).mp4,mp4,1433.5,/Volumes/horror/horror to-watch/1991 - Child's Play 3 (Remastered).mp4,1991 - Child's Play 3 (Remastered)
horror,Terror,Película,pendiente,Dead Again,1991,,1991 - Dead Again.mkv,mkv,4527.7,/Volumes/horror/horror to-watch/1991 - Dead Again.mkv,1991 - Dead Again
horror,Terror,Película,pendiente,Candyman,1992,,1992 - Candyman (Remastered).mp4,mp4,1939.6,/Volumes/horror/horror to-watch/1992 - Candyman (Remastered).mp4,1992 - Candyman (Remastered)
horror,Terror,Película,pendiente,Wes Craven's New Nightmare,1994,,1994 - Wes Craven's New Nightmare.mp4,mp4,1789.4,/Volumes/horror/horror to-watch/1994 - Wes Craven's New Nightmare.mp4,1994 - Wes Craven's New Nightmare
horror,Terror,Película,pendiente,Candyman Farewell to the Flesh,1995,,1995 - Candyman Farewell to the Flesh.mp4,mp4,1517.4,/Volumes/horror/horror to-watch/1995 - Candyman Farewell to the Flesh.mp4,1995 - Candyman Farewell to the Flesh
horror,Terror,Película,pendiente,Scream,1996,,1996 - Scream.mp4,mp4,2166.9,/Volumes/horror/horror to-watch/1996 - Scream.mp4,1996 - Scream
horror,Terror,Película,pendiente,Scream,1997,,1997 - Scream 2.mp4,mp4,1923.5,/Volumes/horror/horror to-watch/1997 - Scream 2.mp4,1997 - Scream 2
horror,Terror,Película,pendiente,Ringu,1998,,1998 - Ringu (4K).mkv,mkv,5293.4,/Volumes/horror/horror to-watch/1998 - Ringu (4K).mkv,1998 - Ringu (4K)
horror,Terror,Película,pendiente,Candyman Day Of The Dead,1999,,1999 - Candyman Day Of The Dead.mp4,mp4,1590.2,/Volumes/horror/horror to-watch/1999 - Candyman Day Of The Dead.mp4,1999 - Candyman Day Of The Dead
horror,Terror,Película,pendiente,Scream,2000,,2000 - Scream 3.mp4,mp4,1865.7,/Volumes/horror/horror to-watch/2000 - Scream 3.mp4,2000 - Scream 3
horror,Terror,Película,pendiente,The Cell,2000,,2000 - The Cell.mp4,mp4,1747.7,/Volumes/horror/horror to-watch/2000 - The Cell.mp4,2000 - The Cell
horror,Terror,Película,pendiente,Donnie Darko,2001,,2001 - Donnie Darko (Director's Cut).mp4,mp4,2135.7,/Volumes/horror/horror to-watch/2001 - Donnie Darko (Director's Cut).mp4,2001 - Donnie Darko (Director's Cut)
horror,Terror,Película,pendiente,Donnie Darko,2001,,2001 - Donnie Darko (Theatrical).mp4,mp4,1806.6,/Volumes/horror/horror to-watch/2001 - Donnie Darko (Theatrical).mp4,2001 - Donnie Darko (Theatrical)
horror,Terror,Película,pendiente,Frailty,2001,,2001 - Frailty.mp4,mp4,1592.2,/Volumes/horror/horror to-watch/2001 - Frailty.mp4,2001 - Frailty
horror,Terror,Película,pendiente,Jeepers Creepers,2001,,2001 - Jeepers Creepers (Remastered).mp4,mp4,1446.3,/Volumes/horror/horror to-watch/2001 - Jeepers Creepers (Remastered).mp4,2001 - Jeepers Creepers (Remastered)
horror,Terror,Película,pendiente,Pulse,2001,,2001 - Pulse.mkv,mkv,5336.8,/Volumes/horror/horror to-watch/2001 - Pulse.mkv,2001 - Pulse
horror,Terror,Película,pendiente,Bubba Ho Tep,2002,,2002 - Bubba Ho Tep.mp4,mp4,1806.8,/Volumes/horror/horror to-watch/2002 - Bubba Ho Tep.mp4,2002 - Bubba Ho Tep
horror,Terror,Película,pendiente,Irreversible,2002,,2002 - Irreversible.mp4,mp4,1554.8,/Volumes/horror/horror to-watch/2002 - Irreversible.mp4,2002 - Irreversible
horror,Terror,Película,pendiente,Jeepers Creepers II,2003,,2003 - Jeepers Creepers II.mp4,mp4,1660.6,/Volumes/horror/horror to-watch/2003 - Jeepers Creepers II.mp4,2003 - Jeepers Creepers II
horror,Terror,Película,pendiente,Open Water,2003,,2003 - Open Water.mp4,mp4,1272,/Volumes/horror/horror to-watch/2003 - Open Water.mp4,2003 - Open Water
horror,Terror,Película,pendiente,Creep,2004,,2004 - Creep.mkv,mkv,1003.9,/Volumes/horror/horror to-watch/2004 - Creep.mkv,2004 - Creep
horror,Terror,Película,pendiente,The Stepford Wives,2004,,2004 - The Stepford Wives.mkv,mkv,2130.8,/Volumes/horror/horror to-watch/2004 - The Stepford Wives.mkv,2004 - The Stepford Wives
horror,Terror,Película,pendiente,Hostel,2005,,2005 - Hostel.mp4,mp4,601.4,/Volumes/horror/horror to-watch/2005 - Hostel.mp4,2005 - Hostel
horror,Terror,Película,pendiente,Noroi,2005,,2005 - Noroi.mkv,mkv,10535,/Volumes/horror/horror to-watch/2005 - Noroi.mkv,2005 - Noroi
horror,Terror,Película,pendiente,Noroi,2005,,2005 - Noroi.mp4,mp4,1408.2,/Volumes/horror/horror to-watch/2005 - Noroi.mp4,2005 - Noroi
horror,Terror,Película,pendiente,The Exorcism of Emily Rose,2005,,2005 - The Exorcism of Emily Rose.mp4,mp4,1939.5,/Volumes/horror/horror to-watch/2005 - The Exorcism of Emily Rose.mp4,2005 - The Exorcism of Emily Rose
horror,Terror,Película,pendiente,Requiem,2006,,2006 - Requiem.mp4,mp4,223.2,/Volumes/horror/horror to-watch/2006 - Requiem.mp4,2006 - Requiem
horror,Terror,Película,pendiente,Hostel Part II,2007,,2007 - Hostel Part II.mp4,mp4,1511.9,/Volumes/horror/horror to-watch/2007 - Hostel Part II.mp4,2007 - Hostel Part II
horror,Terror,Película,pendiente,Paranormal Activity,2007,,2007 - Paranormal Activity.mp4,mp4,1684.9,/Volumes/horror/horror to-watch/2007 - Paranormal Activity.mp4,2007 - Paranormal Activity
horror,Terror,Película,pendiente,Trick r Treat,2007,,2007 - Trick r Treat.mkv,mkv,6078.4,/Volumes/horror/horror to-watch/2007 - Trick r Treat.mkv,2007 - Trick r Treat
horror,Terror,Película,pendiente,Eden Lake,2008,,2008 - Eden Lake.mkv,mkv,2946.5,/Volumes/horror/horror to-watch/2008 - Eden Lake.mkv,2008 - Eden Lake
horror,Terror,Película,pendiente,Eden Lake,2008,,2008 - Eden Lake.mp4,mp4,1450.2,/Volumes/horror/horror to-watch/2008 - Eden Lake.mp4,2008 - Eden Lake
horror,Terror,Película,pendiente,Martyrs,2008,,2008 - Martyrs.mkv,mkv,1909.4,/Volumes/horror/horror to-watch/2008 - Martyrs.mkv,2008 - Martyrs
horror,Terror,Película,pendiente,Dead Snow,2009,,2009 - Dead Snow.mkv,mkv,8136.5,/Volumes/horror/horror to-watch/2009 - Dead Snow.mkv,2009 - Dead Snow
horror,Terror,Película,pendiente,Orphan,2009,,2009 - Orphan.mp4,mp4,1961.1,/Volumes/horror/horror to-watch/2009 - Orphan.mp4,2009 - Orphan
horror,Terror,Película,pendiente,Insidious,2010,,2010 - Insidious.mkv,mkv,6746.7,/Volumes/horror/horror to-watch/2010 - Insidious.mkv,2010 - Insidious
horror,Terror,Película,pendiente,Paranormal Activity,2010,,2010 - Paranormal Activity 2.mp4,mp4,1560.7,/Volumes/horror/horror to-watch/2010 - Paranormal Activity 2.mp4,2010 - Paranormal Activity 2
horror,Terror,Película,pendiente,Anneliese The Exorcist Tapes,2011,,2011 - Anneliese The Exorcist Tapes.mp4,mp4,1774.9,/Volumes/horror/horror to-watch/2011 - Anneliese The Exorcist Tapes.mp4,2011 - Anneliese The Exorcist Tapes
horror,Terror,Película,pendiente,Scream,2011,,2011 - Scream 4.mp4,mp4,1766.8,/Volumes/horror/horror to-watch/2011 - Scream 4.mp4,2011 - Scream 4
horror,Terror,Película,pendiente,The Tunnel,2011,,2011 - The Tunnel.mkv,mkv,2154.3,/Volumes/horror/horror to-watch/2011 - The Tunnel.mkv,2011 - The Tunnel
horror,Terror,Película,pendiente,You're Next,2011,,2011 - You're Next.mp4,mp4,1509.5,/Volumes/horror/horror to-watch/2011 - You're Next.mp4,2011 - You're Next
horror,Terror,Película,pendiente,Sinister,2012,,2012 - Sinister.mp4,mp4,1641.5,/Volumes/horror/horror to-watch/2012 - Sinister.mp4,2012 - Sinister
horror,Terror,Película,pendiente,All Hallows Eve,2013,,2013 - All Hallows Eve.mp4,mp4,1323.4,/Volumes/horror/horror to-watch/2013 - All Hallows Eve.mp4,2013 - All Hallows Eve
horror,Terror,Película,pendiente,Insidious Chapter,2013,,2013 - Insidious Chapter 2.mp4,mp4,1686.7,/Volumes/horror/horror to-watch/2013 - Insidious Chapter 2.mp4,2013 - Insidious Chapter 2
horror,Terror,Película,pendiente,Oculus,2013,,2013 - Oculus.mp4,mp4,1655.3,/Volumes/horror/horror to-watch/2013 - Oculus.mp4,2013 - Oculus
horror,Terror,Película,pendiente,Exists,2014,,2014 - Exists.mp4,mp4,1264.4,/Volumes/horror/horror to-watch/2014 - Exists.mp4,2014 - Exists
horror,Terror,Película,pendiente,The Babadook,2014,,2014 - The Babadook.mp4,mp4,1274.5,/Volumes/horror/horror to-watch/2014 - The Babadook.mp4,2014 - The Babadook
horror,Terror,Película,pendiente,Insidious Chapter,2015,,2015 - Insidious Chapter 3.mkv,mkv,6692.2,/Volumes/horror/horror to-watch/2015 - Insidious Chapter 3.mkv,2015 - Insidious Chapter 3
horror,Terror,Película,pendiente,Poltergeist,2015,,2015 - Poltergeist (Extended).mp4,mp4,1609.9,/Volumes/horror/horror to-watch/2015 - Poltergeist (Extended).mp4,2015 - Poltergeist (Extended)
horror,Terror,Película,pendiente,Savageland,2015,,2015 - Savageland.mkv,mkv,1792.1,/Volumes/horror/horror to-watch/2015 - Savageland.mkv,2015 - Savageland
horror,Terror,Película,pendiente,Southbound,2015,,2015 - Southbound.mp4,mp4,1421.3,/Volumes/horror/horror to-watch/2015 - Southbound.mp4,2015 - Southbound
horror,Terror,Película,pendiente,The Witch,2015,,2015 - The Witch.mp4,mp4,1476.9,/Volumes/horror/horror to-watch/2015 - The Witch.mp4,2015 - The Witch
horror,Terror,Película,pendiente,1974 La Posesión de Altair,2016,,2016 - 1974 La Posesión de Altair.mp4,mp4,1547.8,/Volumes/horror/horror to-watch/2016 - 1974 La Posesión de Altair.mp4,2016 - 1974 La Posesión de Altair
horror,Terror,Película,pendiente,Don't Breathe,2016,,2016 - Don't Breathe.mp4,mp4,1332.5,/Volumes/horror/horror to-watch/2016 - Don't Breathe.mp4,2016 - Don't Breathe
horror,Terror,Película,pendiente,Found Footage,2016,,2016 - Found Footage.avi,avi,1415.6,/Volumes/horror/horror to-watch/2016 - Found Footage.avi,2016 - Found Footage
horror,Terror,Película,pendiente,Lights Out,2016,,2016 - Lights Out.mkv,mkv,2278.1,/Volumes/horror/horror to-watch/2016 - Lights Out.mkv,2016 - Lights Out
horror,Terror,Película,pendiente,Ouija Origin of Evil,2016,,2016 - Ouija Origin of Evil.mkv,mkv,2551.9,/Volumes/horror/horror to-watch/2016 - Ouija Origin of Evil.mkv,2016 - Ouija Origin of Evil
horror,Terror,Película,pendiente,Raw,2016,,2016 - Raw.mkv,mkv,3472.1,/Volumes/horror/horror to-watch/2016 - Raw.mkv,2016 - Raw
horror,Terror,Película,pendiente,The Autopsy of Jane Doe,2016,,2016 - The Autopsy of Jane Doe.mkv,mkv,2432.1,/Volumes/horror/horror to-watch/2016 - The Autopsy of Jane Doe.mkv,2016 - The Autopsy of Jane Doe
horror,Terror,Película,pendiente,The Conjuring,2016,,2016 - The Conjuring 2.mkv,mkv,3343.6,/Volumes/horror/horror to-watch/2016 - The Conjuring 2.mkv,2016 - The Conjuring 2
horror,Terror,Película,pendiente,The Shallows,2016,,2016 - The Shallows.mp4,mp4,1374.2,/Volumes/horror/horror to-watch/2016 - The Shallows.mp4,2016 - The Shallows
horror,Terror,Película,pendiente,The Wailing,2016,,2016 - The Wailing.mkv,mkv,3792.1,/Volumes/horror/horror to-watch/2016 - The Wailing.mkv,2016 - The Wailing
horror,Terror,Película,pendiente,A Ghost Story,2017,,2017 - A Ghost Story.mkv,mkv,1707.6,/Volumes/horror/horror to-watch/2017 - A Ghost Story.mkv,2017 - A Ghost Story
horror,Terror,Película,pendiente,Aterrados,2017,,2017 - Aterrados.mkv,mkv,1146.6,/Volumes/horror/horror to-watch/2017 - Aterrados.mkv,2017 - Aterrados
horror,Terror,Película,pendiente,Il Vuoto-The Void,2017,,2017 - Il Vuoto-The Void.mkv,mkv,7433.8,/Volumes/horror/horror to-watch/2017 - Il Vuoto-The Void.mkv,2017 - Il Vuoto-The Void
horror,Terror,Película,pendiente,It,2017,,2017 - It.mp4,mp4,2038.8,/Volumes/horror/horror to-watch/2017 - It.mp4,2017 - It
horror,Terror,Película,pendiente,Jeepers Creepers,2017,,2017 - Jeepers Creepers 3.mp4,mp4,1453.5,/Volumes/horror/horror to-watch/2017 - Jeepers Creepers 3.mp4,2017 - Jeepers Creepers 3
horror,Terror,Película,pendiente,Leatherface,2017,,2017 - Leatherface.avi,avi,1471.3,/Volumes/horror/horror to-watch/2017 - Leatherface.avi,2017 - Leatherface
horror,Terror,Película,pendiente,One Cut of the Dead,2017,,2017 - One Cut of the Dead.mkv,mkv,4476.6,/Volumes/horror/horror to-watch/2017 - One Cut of the Dead.mkv,2017 - One Cut of the Dead
horror,Terror,Película,pendiente,Phoenix Forgotten,2017,,2017 - Phoenix Forgotten.mp4,mp4,1382.6,/Volumes/horror/horror to-watch/2017 - Phoenix Forgotten.mp4,2017 - Phoenix Forgotten
horror,Terror,Película,pendiente,Terrifier,2017,,2017 - Terrifier.mp4,mp4,1648.1,/Volumes/horror/horror to-watch/2017 - Terrifier.mp4,2017 - Terrifier
horror,Terror,Película,pendiente,The Dark Tapes,2017,,2017 - The Dark Tapes.avi,avi,1282.3,/Volumes/horror/horror to-watch/2017 - The Dark Tapes.avi,2017 - The Dark Tapes
horror,Terror,Película,pendiente,The Ritual,2017,,2017 - The Ritual.mkv,mkv,7072.3,/Volumes/horror/horror to-watch/2017 - The Ritual.mkv,2017 - The Ritual
horror,Terror,Película,pendiente,Tigers Are Not Afraid,2017,,2017 - Tigers Are Not Afraid.mp4,mp4,1583.1,/Volumes/horror/horror to-watch/2017 - Tigers Are Not Afraid.mp4,2017 - Tigers Are Not Afraid
horror,Terror,Película,pendiente,Cam,2018,,2018 - Cam.avi,avi,1332.1,/Volumes/horror/horror to-watch/2018 - Cam.avi,2018 - Cam
horror,Terror,Película,pendiente,Gonjiam Haunted Asylum,2018,,2018 - Gonjiam Haunted Asylum.mkv,mkv,3358.2,/Volumes/horror/horror to-watch/2018 - Gonjiam Haunted Asylum.mkv,2018 - Gonjiam Haunted Asylum
horror,Terror,Película,pendiente,The Devil's Doorway,2018,,2018 - The Devil's Doorway.mp4,mp4,1490,/Volumes/horror/horror to-watch/2018 - The Devil's Doorway.mp4,2018 - The Devil's Doorway
horror,Terror,Película,pendiente,The Nun,2018,,2018 - The Nun.mkv,mkv,3485.3,/Volumes/horror/horror to-watch/2018 - The Nun.mkv,2018 - The Nun
horror,Terror,Película,pendiente,Unfriended Dark Web,2018,,2018 - Unfriended Dark Web.mp4,mp4,1806.8,/Volumes/horror/horror to-watch/2018 - Unfriended Dark Web.mp4,2018 - Unfriended Dark Web
horror,Terror,Película,pendiente,Child's Play,2019,,2019 - Child's Play.mp4,mp4,1438.9,/Volumes/horror/horror to-watch/2019 - Child's Play.mp4,2019 - Child's Play
horror,Terror,Película,pendiente,I See You,2019,,2019 - I See You.mkv,mkv,4836.3,/Volumes/horror/horror to-watch/2019 - I See You.mkv,2019 - I See You
horror,Terror,Película,pendiente,La Llorona,2019,,2019 - La Llorona.mp4,mp4,1878.8,/Volumes/horror/horror to-watch/2019 - La Llorona.mp4,2019 - La Llorona
horror,Terror,Película,pendiente,Life Like,2019,,2019 - Life Like.mkv,mkv,4230.8,/Volumes/horror/horror to-watch/2019 - Life Like.mkv,2019 - Life Like
horror,Terror,Película,pendiente,Ready or Not,2019,,2019 - Ready or Not.mkv,mkv,11403.9,/Volumes/horror/horror to-watch/2019 - Ready or Not.mkv,2019 - Ready or Not
horror,Terror,Película,pendiente,The Lodge,2019,,2019 - The Lodge.mp4,mp4,1724.3,/Volumes/horror/horror to-watch/2019 - The Lodge.mp4,2019 - The Lodge
horror,Terror,Película,pendiente,Velvet Buzzsaw,2019,,2019 - Velvet Buzzsaw.mkv,mkv,2409,/Volumes/horror/horror to-watch/2019 - Velvet Buzzsaw.mkv,2019 - Velvet Buzzsaw
horror,Terror,Película,pendiente,His House,2020,,2020 - His House.mkv,mkv,2605.8,/Volumes/horror/horror to-watch/2020 - His House.mkv,2020 - His House
horror,Terror,Película,pendiente,Host,2020,,2020 - Host.mp4,mp4,1095.1,/Volumes/horror/horror to-watch/2020 - Host.mp4,2020 - Host
horror,Terror,Película,pendiente,The Call,2020,,2020 - The Call.mkv,mkv,1068.5,/Volumes/horror/horror to-watch/2020 - The Call.mkv,2020 - The Call
horror,Terror,Película,pendiente,The Dark and the Wicked,2020,,2020 - The Dark and the Wicked.mkv,mkv,3412.6,/Volumes/horror/horror to-watch/2020 - The Dark and the Wicked.mkv,2020 - The Dark and the Wicked
horror,Terror,Película,pendiente,The Widow,2020,,2020 - The Widow.mp4,mp4,699,/Volumes/horror/horror to-watch/2020 - The Widow.mp4,2020 - The Widow
horror,Terror,Película,pendiente,A Classic Horror Story,2021,,2021 - A Classic Horror Story.mkv,mkv,3420.7,/Volumes/horror/horror to-watch/2021 - A Classic Horror Story.mkv,2021 - A Classic Horror Story
horror,Terror,Película,pendiente,Blood Red Sky,2021,,2021 - Blood Red Sky.mkv,mkv,2834.2,/Volumes/horror/horror to-watch/2021 - Blood Red Sky.mkv,2021 - Blood Red Sky
horror,Terror,Película,pendiente,Candyman,2021,,2021 - Candyman.mkv,mkv,12371.7,/Volumes/horror/horror to-watch/2021 - Candyman.mkv,2021 - Candyman
horror,Terror,Película,pendiente,Don't Breathe,2021,,2021 - Don't Breathe 2.mkv,mkv,5727.1,/Volumes/horror/horror to-watch/2021 - Don't Breathe 2.mkv,2021 - Don't Breathe 2
horror,Terror,Película,pendiente,Don't Breathe,2021,,2021 - Don't Breathe 2.mp4,mp4,1853.8,/Volumes/horror/horror to-watch/2021 - Don't Breathe 2.mp4,2021 - Don't Breathe 2
horror,Terror,Película,pendiente,Horror in the High Desert,2021,,2021 - Horror in the High Desert.mkv,mkv,1436.2,/Volumes/horror/horror to-watch/2021 - Horror in the High Desert.mkv,2021 - Horror in the High Desert
horror,Terror,Película,pendiente,Saloum,2021,,2021 - Saloum.mp4,mp4,1340.5,/Volumes/horror/horror to-watch/2021 - Saloum.mp4,2021 - Saloum
